,imgName,transcription,sequence,size,trans_length
140,AAW_ARB_20070118.0083_7_LDC0701_0z10,yaBseMtaMdaMayByaAspheMdhMaaAspaeAnaAspyaBtaMseMaaEhhAlaAspaaAlaBnaBaaEalBhaMwaMnaA,"[106, 86, 94, 27, 16, 105, 89, 48, 31, 3, 89, 5, 76, 89, 106, 94, 86, 4, 49, 62, 89, 3, 63, 77, 4, 10, 45, 102, 76]","[985.0, 70]",29
141,AAW_ARB_20070118.0083_7_LDC0701_0z11,aaAlaBamEnaAspayBmaBaaEspahAdhMaaAspkeBaaEnaAspwaMfaMraM,"[3, 63, 14, 76, 89, 16, 64, 4, 89, 7, 31, 3, 89, 58, 4, 76, 89, 102, 37, 81]","[843.0, 70]",20
142,AAW_ARB_20070118.0083_7_LDC0701_0z12,heMdhMaaAspaaAlaBdaMyaBkeBtaMaaEtaBwaMraMsplaBheMdhMyaBnaAspaaAlaBraMalByaBseMyaBnaAspwaMlaBlaBmaBalMaaEtaA,"[48, 31, 3, 89, 3, 63, 27, 106, 58, 94, 4, 92, 102, 81, 89, 63, 48, 31, 106, 76, 89, 3, 63, 81, 10, 106, 86, 106, 76, 89, 102, 63, 63, 64, 12, 4, 91]","[995.0, 70]",37
143,AAW_ARB_20070118.0083_7_LDC0701_0z13,maBnaAspkaMaaEdaMteAsphaMzaEbaEspaaAlaBbaMayMthEspwaMlaBlaBayMshMraMaaAtaA,"[64, 76, 89, 56, 4, 27, 95, 89, 45, 108, 19, 89, 3, 63, 20, 18, 99, 89, 102, 63, 63, 18, 88, 81, 3, 91]","[1054.0, 70]",26
144,AAW_ARB_20070118.0083_7_LDC0701_0z14,maBnaAspaaAlaBmaBraMjaBayMyaBaaEtaAspaaAlaBkeBbaMraMeeAspmaBhaMaaEkeBmaBaaEtaAspspcomAsp,"[64, 76, 89, 3, 63, 64, 81, 53, 18, 106, 4, 91, 89, 3, 63, 58, 20, 81, 33, 89, 64, 45, 4, 58, 64, 4, 91, 89, 89, 25, 89]","[1071.0, 70]",31
145,AAW_ARB_20070118.0083_7_LDC0701_0z15,waMlaBwaMspayBlaBeeEspghBraMaaAraMspaaAlaBmaBhaMkeBmaBteeE,"[102, 63, 102, 89, 16, 63, 34, 89, 40, 81, 3, 81, 89, 3, 63, 64, 45, 58, 64, 96]","[760.0, 70]",20
146,AAW_ARB_20070118.0083_7_LDC0701_0z16,spspspspaaAlaBkaMraMaaAkaMwaMshMyaBteeEspspspspspaaAlaBtaMyaAsphaMkeBmaBtaE,"[89, 89, 89, 89, 3, 63, 56, 81, 3, 56, 102, 88, 106, 96, 89, 89, 89, 89, 89, 3, 63, 94, 105, 89, 45, 58, 64, 93]","[904.0, 70]",28
147,AAW_ARB_20070118.0083_7_LDC0701_0z17,ayBlaByaBheEspbaMaaElaBahEayBdaMaaAmaEspspdotAspspdotAspspspspsp,"[16, 63, 106, 47, 89, 20, 4, 63, 8, 16, 27, 3, 65, 89, 89, 32, 89, 89, 32, 89, 89, 89, 89, 89]","[429.0, 70]",24
148,AAW_ARB_20070118.0083_7_LDC0701_00z2,baMayMdaMspseMyaBtoBraMtaBheEspayBlaBeeEspmaBkaMaaElaByaBdaMspaaAlaBhaMkeBmaEspspcomAsp,"[20, 18, 27, 89, 86, 106, 101, 81, 92, 47, 89, 16, 63, 34, 89, 64, 56, 4, 63, 106, 27, 89, 3, 63, 45, 58, 65, 89, 89, 25, 89]","[611.0, 70]",31
149,AAW_ARB_20070118.0083_7_LDC0701_00z3,baMaeEnaBheEspsaMaaEhaMbaEspaaAlaBdaMwaMraMspaaAlaBraMalByaBseMyaAspfaMyaA,"[20, 6, 77, 47, 89, 83, 4, 45, 19, 89, 3, 63, 27, 102, 81, 89, 3, 63, 81, 10, 106, 86, 105, 89, 37, 105]","[863.0, 70]",26
150,AAW_ARB_20070118.0083_7_LDC0701_00z4,maBhaMaaEwaMlaBteeEspaaAghBtaMyaBaaElaAspayBbaMdaMspaaAlaBkeBraMyaBmaEspkaMaaEseMmaEspspcomAsp,"[64, 45, 4, 102, 63, 96, 89, 3, 40, 94, 106, 4, 62, 89, 16, 20, 27, 89, 3, 63, 58, 81, 106, 65, 89, 56, 4, 86, 65, 89, 89, 25, 89]","[687.0, 70]",33
151,AAW_ARB_20070118.0083_7_LDC0701_00z5,aaAlaBfaMaaEshMlaBteeEspspcomAspspwaMyaBhaMwaMlaAspheMdhMheAspaaAlaBmaBhaMaaEwaMlaBteeE,"[3, 63, 37, 4, 88, 63, 96, 89, 89, 25, 89, 89, 102, 106, 45, 102, 62, 89, 48, 31, 46, 89, 3, 63, 64, 45, 4, 102, 63, 96]","[1070.0, 70]",30
152,AAW_ARB_20070118.0083_7_LDC0701_00z6,aaAlaBeeEspfaMyaBlaBmaEspwaMthBaaEalBkaMyaAspspcomAspspwaMayBnaBdaMmaBaaE,"[3, 63, 34, 89, 37, 106, 63, 65, 89, 102, 98, 4, 10, 56, 105, 89, 89, 25, 89, 89, 102, 16, 77, 27, 64, 4]","[550.0, 70]",26
153,AAW_ARB_20070118.0083_7_LDC0701_00z7,laBaaEspyaBnaBkeBraMspaeAnaBheEspheMwaMspaaAlaBdhMyaA,"[63, 4, 89, 106, 77, 58, 81, 89, 5, 77, 47, 89, 48, 102, 89, 3, 63, 31, 105]","[549.0, 70]",19
154,AAW_ARB_20070118.0083_7_LDC0701_00z8,raMtaBbaEsptaBfaMjaByaBraMsptoBaaEalBraMteAspayBbaMdaMspaaAlaBseMlaBaaEmaE,"[81, 92, 19, 89, 92, 37, 53, 106, 81, 89, 101, 4, 10, 81, 95, 89, 16, 20, 27, 89, 3, 63, 86, 63, 4, 65]","[653.0, 70]",26
155,AAW_ARB_20070118.0083_7_LDC0701_00z9,ayBaaEraMfaEspbaMmaBnaAspfaMyaBheMaaEspspdotAspspdotAspspaeAlaBaaE,"[16, 4, 81, 36, 89, 20, 64, 76, 89, 37, 106, 48, 4, 89, 89, 32, 89, 89, 32, 89, 89, 5, 63, 4]","[521.0, 70]",24
156,AAW_ARB_20070118.0115_2_LDC0701_00z1,waMkeBaaEnaBtaEspwaMzaAaaAraMteAspaaAlaBhaMjaEspseMjaBlaBtaEspaaAlaBaaEseMbaMwaMayAspaaAlaBmaBnaBsaMraMmaE,"[102, 58, 4, 77, 93, 89, 102, 107, 3, 81, 95, 89, 3, 63, 45, 54, 89, 86, 53, 63, 93, 89, 3, 63, 4, 86, 20, 102, 15, 89, 3, 63, 64, 77, 83, 81, 65]","[980.0, 70]",37
157,AAW_ARB_20070118.0115_2_LDC0701_0z10,waMkeBaaEnaAspaaAlaBhaMjaBaaEjaAspwaMkaMayMwaMaaAspayBkaMwaMdaMaaAsplaBlaBhaMjaE,"[102, 58, 4, 76, 89, 3, 63, 45, 53, 4, 52, 89, 102, 56, 18, 102, 3, 89, 16, 56, 102, 27, 3, 89, 63, 63, 45, 54]","[660.0, 70]",28
158,AAW_ARB_20070118.0115_2_LDC0701_0z11,maBayEspaaAlaBshMraMkeBteeEspwaMbaMayMdaMspaaAnaBtaMheMaaEhhAspaaAlaBmaBwaMseMmaE,"[64, 17, 89, 3, 63, 88, 81, 58, 96, 89, 102, 20, 18, 27, 89, 3, 77, 94, 48, 4, 49, 89, 3, 63, 64, 102, 86, 65]","[714.0, 70]",28
159,AAW_ARB_20070118.0115_2_LDC0701_0z12,faMwaMjaBalMwaMaaAspbaMaaElaBfaMnaBdaMkaAspyaBtoBaaElaBbaMheMmaEspbaMaaElaBraMhaMyaBlaAspwaMaaAlaBmaBghMaaEdaMraMteA,"[37, 102, 53, 12, 102, 3, 89, 20, 4, 63, 37, 77, 27, 55, 89, 106, 101, 4, 63, 20, 48, 65, 89, 20, 4, 63, 81, 45, 106, 62, 89, 102, 3, 63, 64, 42, 4, 27, 81, 95]","[863.0, 70]",40
160,AAW_ARB_20070118.0115_2_LDC0701_0z13,kaMbaMlaAspaaAlaBmaBwaMayBdaMspnaBhaMraMaaAsplaBaaEnaBtaMheMaaEhhAspayBkaMdaM,"[56, 20, 62, 89, 3, 63, 64, 102, 16, 27, 89, 77, 45, 81, 3, 89, 63, 4, 77, 94, 48, 4, 49, 89, 16, 56, 27]","[705.0, 70]",27
161,AAW_ARB_20070118.0115_2_LDC0701_0z14,aaAlaBaaEyaBjaBaaEraMspmaBayEspaaAlaBshMraMkeBteeEspspdotAsp,"[3, 63, 4, 106, 53, 4, 81, 89, 64, 17, 89, 3, 63, 88, 81, 58, 96, 89, 89, 32, 89]","[480.0, 70]",21
162,AAW_ARB_20070118.0115_2_LDC0701_0z15,waMhaMmaBlaAspkaMaaEdeByaAsphaMjaBaaEjaAspaaAlaBdaMaaAkhMlaAspaaAlaBlaBwaMmaEsplaBayMdaMmaE,"[102, 45, 64, 62, 89, 56, 4, 30, 105, 89, 45, 53, 4, 52, 89, 3, 63, 27, 3, 61, 62, 89, 3, 63, 63, 102, 65, 89, 63, 18, 27, 65]","[667.0, 70]",32
163,AAW_ARB_20070118.0115_2_LDC0701_0z16,haMsaMwaMlaBheMmaEspayBlaBeeEspmaBayMlaBwaMmaBaaEtaAspayBnaAspaaAlaBshMraMkeBaaEtaAspaaAlaBtaMyaA,"[45, 83, 102, 63, 48, 65, 89, 16, 63, 34, 89, 64, 18, 63, 102, 64, 4, 91, 89, 16, 76, 89, 3, 63, 88, 81, 58, 4, 91, 89, 3, 63, 94, 105]","[837.0, 70]",34
164,AAW_ARB_20070118.0115_2_LDC0701_0z17,yaBayMtaMzaEmaBwaMnaAspaaAlaBhaMjaEspmaBayMheMaaEspspcomAspspseMwaMaaAhhAspmaBnaA,"[106, 18, 94, 108, 64, 102, 76, 89, 3, 63, 45, 54, 89, 64, 18, 48, 4, 89, 89, 25, 89, 89, 86, 102, 3, 49, 89, 64, 76]","[683.0, 70]",29
165,AAW_ARB_20070118.0115_2_LDC0701_0z18,khMlaBaaElaAspaaAlaBwaMzaAaaAraMteAspaaAwaMspmaBnaAspkhMlaBaaElaA,"[61, 63, 4, 62, 89, 3, 63, 102, 107, 3, 81, 95, 89, 3, 102, 89, 64, 76, 89, 61, 63, 4, 62]","[812.0, 70]",23
166,AAW_ARB_20070118.0115_2_LDC0701_0z19,aaAlaBraMkaMmaEspaaAlaBmaBjaBaaEnaByaAspaaAlaBkhMaaEsaAspbaMheMaaEspspdotAsp,"[3, 63, 81, 56, 65, 89, 3, 63, 64, 53, 4, 77, 105, 89, 3, 63, 61, 4, 82, 89, 20, 48, 4, 89, 89, 32, 89]","[483.0, 70]",27
167,AAW_ARB_20070118.0115_2_LDC0701_00z2,haMaaElaBaaEtaAspaaAkhMlaBaaElaAspshMraMkeBaaEtaAspbaMmaBwaMaaAayByaBdaMspaaAlaBnaBkaMlaAspspcomAsp,"[45, 4, 63, 4, 91, 89, 3, 61, 63, 4, 62, 89, 88, 81, 58, 4, 91, 89, 20, 64, 102, 3, 16, 106, 27, 89, 3, 63, 77, 56, 62, 89, 89, 25, 89]","[1057.0, 70]",35
168,AAW_ARB_20070118.0115_2_LDC0701_00z3,haMyaBthEsptaBraMkeAspmaBaaEspyaBkaMraMbaEspmaBnaAspn7A,"[45, 106, 99, 89, 92, 81, 57, 89, 64, 4, 89, 106, 56, 81, 19, 89, 64, 76, 89, 73]","[629.0, 70]",20
169,AAW_ARB_20070118.0115_2_LDC0701_00z4,amAlaBaaEfaEsphaMaaEjaAspmaBnaAspaeAwaMraMwaMbaMaaEspwaMaeAmaByaBraMkeBaaE,"[13, 63, 4, 36, 89, 45, 4, 52, 89, 64, 76, 89, 5, 102, 81, 102, 20, 4, 89, 102, 5, 64, 106, 81, 58, 4]","[676.0, 70]",26
170,AAW_ARB_20070118.0115_2_LDC0701_00z5,baMdaMwaMnaAspraMhaMlaBaaEtaAspspcomAspspaaAdeBaaEfaMteeEspaaAlaBeeE,"[20, 27, 102, 76, 89, 81, 45, 63, 4, 91, 89, 89, 25, 89, 89, 3, 30, 4, 37, 96, 89, 3, 63, 34]","[869.0, 70]",24
171,AAW_ARB_20070118.0115_2_LDC0701_00z6,taBdaMkhMlaAspaaAlaBwaMzaAaaAraMteAsplaBaaEhaMtaMwaMaaAhhAspkhMlaBaaEfaEspnaBshMbaE,"[92, 27, 61, 62, 89, 3, 63, 102, 107, 3, 81, 95, 89, 63, 4, 45, 94, 102, 3, 49, 89, 61, 63, 4, 36, 89, 77, 88, 19]","[1187.0, 70]",29
172,AAW_ARB_20070118.0115_2_LDC0701_00z7,baMyaBnaAspshMraMkeBteeEsphaMjaEspbaMraMyaBtoBaaEnaByaBteeEspwaMbaMyaBnaA,"[20, 106, 76, 89, 88, 81, 58, 96, 89, 45, 54, 89, 20, 81, 106, 101, 4, 77, 106, 96, 89, 102, 20, 106, 76]","[722.0, 70]",25
173,AAW_ARB_20070118.0115_2_LDC0701_00z8,n1An5An0AsphaMaaEjaBaaEspyaBhaMmaBlaBwaMnaAspaaAlaBjaBnaBseMyaBteeEspaaAlaBbaMraMyaBtoBaaEnaByaBteeEspspcomAsp,"[67, 71, 66, 89, 45, 4, 53, 4, 89, 106, 45, 64, 63, 102, 76, 89, 3, 63, 53, 77, 86, 106, 96, 89, 3, 63, 20, 81, 106, 101, 4, 77, 106, 96, 89, 89, 25, 89]","[1045.0, 70]",38
174,AAW_ARB_20070118.0115_2_LDC0701_00z9,waMaeAhaMdaMspaaAlaBfaMnaBaaEdaMkaAspbaMmaBkeBteeEspaaAlaBmaBkeBraMmaBteeEspspcomAsp,"[102, 5, 45, 27, 89, 3, 63, 37, 77, 4, 27, 55, 89, 20, 64, 58, 96, 89, 3, 63, 64, 58, 81, 64, 96, 89, 89, 25, 89]","[830.0, 70]",29
175,AAW_ARB_20070118.0115_5_LDC0057_00z1,keBshMfaMtaEspwaMzaAaaAraMteAspaaAlaBhaMjaEspaaAlaBseMayMwaMdaMyaBteeEspspcomAsp,"[58, 88, 37, 93, 89, 102, 107, 3, 81, 95, 89, 3, 63, 45, 54, 89, 3, 63, 86, 18, 102, 27, 106, 96, 89, 89, 25, 89]","[482.0, 70]",28
176,AAW_ARB_20070118.0115_5_LDC0057_0z10,aaAlaBhaMjaEspmaBraMteAspaaAkhMraMeeAspspdotAsp,"[3, 63, 45, 54, 89, 64, 81, 95, 89, 3, 61, 81, 33, 89, 89, 32, 89]","[273.0, 70]",17
177,AAW_ARB_20070118.0115_5_LDC0057_0z11,waMaeAwaMdeBhaEsphaMaaEtaBmaEspkaMaaEdeByaAspspcomAspspwaMkeByaBlaAspwaMzaAaaAraMteA,"[102, 5, 102, 30, 44, 89, 45, 4, 92, 65, 89, 56, 4, 30, 105, 89, 89, 25, 89, 89, 102, 58, 106, 62, 89, 102, 107, 3, 81, 95]","[425.0, 70]",30
178,AAW_ARB_20070118.0115_5_LDC0057_0z12,aaAlaBhaMjaEsplaBshMwlEwaMnaAspaaAlaBhaMjaEspspcomAspspbaMaeEnaAspheMdhMaaA,"[3, 63, 45, 54, 89, 63, 88, 104, 102, 76, 89, 3, 63, 45, 54, 89, 89, 25, 89, 89, 20, 6, 76, 89, 48, 31, 3]","[493.0, 70]",27
179,AAW_ARB_20070118.0115_5_LDC0057_0z13,aaAlaBayMaaEmaEspshMheMdaMspaeAkaMlaAspayBmaBlaByaBaaEtaAspnaBsaMbaEspmaBnaA,"[3, 63, 18, 4, 65, 89, 88, 48, 27, 89, 5, 56, 62, 89, 16, 64, 63, 106, 4, 91, 89, 77, 83, 19, 89, 64, 76]","[514.0, 70]",27
180,AAW_ARB_20070118.0115_5_LDC0057_0z14,kaMbaMlaAspshMraMkeBaaEtaAspwaMheMmaByaBteeEsplaBhaMjaBaaEjaAspaaAlaBdaMaaAkhMlaAspspcomAsp,"[56, 20, 62, 89, 88, 81, 58, 4, 91, 89, 102, 48, 64, 106, 96, 89, 63, 45, 53, 4, 52, 89, 3, 63, 27, 3, 61, 62, 89, 89, 25, 89]","[451.0, 70]",32
181,AAW_ARB_20070118.0115_5_LDC0057_0z15,waMdhMlaBkeEsplaBaeEnaBheEspbaMdaMalAspheMdhMaaAspaaAlaBayMaaEmaE,"[102, 31, 63, 59, 89, 63, 6, 77, 47, 89, 20, 27, 9, 89, 48, 31, 3, 89, 3, 63, 18, 4, 65]","[488.0, 70]",23
182,AAW_ARB_20070118.0115_5_LDC0057_0z16,baMnaBhaMaaEmaEsphaMjaBaaEjaAspaaAlaBdaMaaAkhMlaAspspcomAspspaaAlaBdhMyaA,"[20, 77, 45, 4, 65, 89, 45, 53, 4, 52, 89, 3, 63, 27, 3, 61, 62, 89, 89, 25, 89, 89, 3, 63, 31, 105]","[456.0, 70]",26
183,AAW_ARB_20070118.0115_5_LDC0057_0z17,yaBnaBsaAspayBlaBeeEsptaBshMdaMyaBdaMspaaAlaBayMkaMwaMbaMteeEspayBlaBeeE,"[106, 77, 82, 89, 16, 63, 34, 89, 92, 88, 27, 106, 27, 89, 3, 63, 18, 56, 102, 20, 96, 89, 16, 63, 34]","[490.0, 70]",25
184,AAW_ARB_20070118.0115_5_LDC0057_0z18,aaAlaBshMraMkeBaaEtaAspwaMaaAlaBaeEshMkhMaaEsaAspaaAlaBmaBkhMaaElaBfaMyaBnaAspspdotAsp,"[3, 63, 88, 81, 58, 4, 91, 89, 102, 3, 63, 6, 88, 61, 4, 82, 89, 3, 63, 64, 61, 4, 63, 37, 106, 76, 89, 89, 32, 89]","[589.0, 70]",30
185,AAW_ARB_20070118.0115_5_LDC0057_00z2,aaAnaBheMaaEsptaBjaBraMyaAsptaBhaMkaMyaBkaMaaEtaAspmaBayEspayBdaMdaM,"[3, 77, 48, 4, 89, 92, 53, 81, 105, 89, 92, 45, 56, 106, 56, 4, 91, 89, 64, 17, 89, 16, 27, 27]","[529.0, 70]",24
186,AAW_ARB_20070118.0115_5_LDC0057_00z3,maBnaAspshMraMkeBaaEtaAspaaAlaBhaMjaEspaaAlaBkhMaaEraMjaByaBteeEspspcomAsp,"[64, 76, 89, 88, 81, 58, 4, 91, 89, 3, 63, 45, 54, 89, 3, 63, 61, 4, 81, 53, 106, 96, 89, 89, 25, 89]","[588.0, 70]",26
187,AAW_ARB_20070118.0115_5_LDC0057_00z4,aaAlaBtaMyaAsplaBmaEsptaBlaBtaMzaEmaEspmaBayEsphaMjaBaaEjaBheMaaE,"[3, 63, 94, 105, 89, 63, 65, 89, 92, 63, 94, 108, 65, 89, 64, 17, 89, 45, 53, 4, 53, 48, 4]","[408.0, 70]",23
188,AAW_ARB_20070118.0115_5_LDC0057_00z5,baMtaMkaMdaMyaBmaEspkeBaaEfaMteeEspaaAlaBkhMdaMmaBaaEtaAspaaAlaBtaMyaAsptaBmaE,"[20, 94, 56, 27, 106, 65, 89, 58, 4, 37, 96, 89, 3, 63, 61, 27, 64, 4, 91, 89, 3, 63, 94, 105, 89, 92, 65]","[567.0, 70]",27
189,AAW_ARB_20070118.0115_5_LDC0057_00z6,aaAlaBaaEtaBfaMaaEkaAspayBlaByaBheMaaEspwaMseMjaBlaBtaEspshMkeBaaEwaMeeAspdeBdaMheMaaEspspcomAsp,"[3, 63, 4, 92, 37, 4, 55, 89, 16, 63, 106, 48, 4, 89, 102, 86, 53, 63, 93, 89, 88, 58, 4, 102, 33, 89, 30, 27, 48, 4, 89, 89, 25, 89]","[639.0, 70]",34
190,AAW_ARB_20070118.0115_5_LDC0057_00z7,maBshMyaBraMteAspaaAlaBeeEspaaAnaAspayBkaMwaMbaMaaEtaAspseMtaMtoBaaElaA,"[64, 88, 106, 81, 95, 89, 3, 63, 34, 89, 3, 76, 89, 16, 56, 102, 20, 4, 91, 89, 86, 94, 101, 4, 62]","[596.0, 70]",25
191,AAW_ARB_20070118.0115_5_LDC0057_00z8,aaAlaBshMraMkeBaaEtaAspghByaBraMspaaAlaBmaBlaBtaMzaEmaBteeEspkaMdaMsptaBsaMlaA,"[3, 63, 88, 81, 58, 4, 91, 89, 40, 106, 81, 89, 3, 63, 64, 63, 94, 108, 64, 96, 89, 56, 27, 89, 92, 83, 62]","[647.0, 70]",27
192,AAW_ARB_20070118.0115_5_LDC0057_00z9,aaAlaBeeEspmaBnaBayMheMaaEspmaBnaAspaaAlaBayMmaBlaAspfaMyaA,"[3, 63, 34, 89, 64, 77, 18, 48, 4, 89, 64, 76, 89, 3, 63, 18, 64, 62, 89, 37, 105]","[396.0, 70]",21
193,AAW_ARB_20070119.0021_1_LDC0008_00z0,aaAayBtaMbaMraMspmaBhaMaaEfaMzhaEspkeBraMkeBwaMkeAspayBbaMdaMspaaAlaBraMhaMmaBnaAspmaBsaMtoBfaMeeEspspcomAsp,"[3, 16, 94, 20, 81, 89, 64, 45, 4, 37, 110, 89, 58, 81, 58, 102, 57, 89, 16, 20, 27, 89, 3, 63, 81, 45, 64, 76, 89, 64, 83, 101, 37, 34, 89, 89, 25, 89]","[989.0, 70]",38
194,AAW_ARB_20070119.0021_1_LDC0008_00z1,waMkeBdhMlaBkeEspmaBjaBlaBseAspmaBhaMaaEfaMhaMteeEspkeBraMkeBwaMkeAspspcomAsp,"[102, 58, 31, 63, 59, 89, 64, 53, 63, 85, 89, 64, 45, 4, 37, 45, 96, 89, 58, 81, 58, 102, 57, 89, 89, 25, 89]","[783.0, 70]",27
195,AAW_ARB_20070119.0021_1_LDC0008_0z10,aeAnaAspspspspspmaBdaMyaBnaBteeEspkeBraMkeBwaMkeAspayBraMaaAkaMyaBteeEspspcomAsp,"[5, 76, 89, 89, 89, 89, 89, 64, 27, 106, 77, 96, 89, 58, 81, 58, 102, 57, 89, 16, 81, 3, 56, 106, 96, 89, 89, 25, 89]","[643.0, 70]",29
196,AAW_ARB_20070119.0021_1_LDC0008_00z2,aaAnaAspaaAlaBnaBdaMwaMteAspaaAlaBtaMyaAspayBkaMdaMtaAspfaMyaA,"[3, 76, 89, 3, 63, 77, 27, 102, 95, 89, 3, 63, 94, 105, 89, 16, 56, 27, 91, 89, 37, 105]","[934.0, 70]",22
197,AAW_ARB_20070119.0021_1_LDC0008_00z3,aaAlaBayMaaEsaMmaBteeEspaaAlaBtaMraMkeByaBteeEspaaAnaBkaMraMteAspspbroAspspnaBdaMwaMteA,"[3, 63, 18, 4, 83, 64, 96, 89, 3, 63, 94, 81, 58, 106, 96, 89, 3, 77, 56, 81, 95, 89, 89, 22, 89, 89, 77, 27, 102, 95]","[748.0, 70]",30
198,AAW_ARB_20070119.0021_1_LDC0008_00z4,keBraMkeBwaMkeAspn2An0An0An7AspspbrcAspspaaAlaBtaMyaAspaaAnaBtaMheMtaE,"[58, 81, 58, 102, 57, 89, 68, 66, 66, 73, 89, 89, 21, 89, 89, 3, 63, 94, 105, 89, 3, 77, 94, 48, 93]","[724.0, 70]",25
199,AAW_ARB_20070119.0021_2_LDC0701_00z1,waMkaMaaElaAspmaBjaBlaBseAspaaAlaBmaBhaMaaEfaMhaMteeEspaaAlaBdhMyaAspyaBtaMraMaeAseMheE,"[102, 56, 4, 62, 89, 64, 53, 63, 85, 89, 3, 63, 64, 45, 4, 37, 45, 96, 89, 3, 63, 31, 105, 89, 106, 94, 81, 5, 86, 47]","[991.0, 70]",30
200,AAW_ARB_20070119.0021_2_LDC0701_0z10,laBahEraMaaAdaMteAspaaAbaMnaBaaEalBheMaaEspfaMyaAspraMseMmaEspmaBseMtaMkaMbaMlaA,"[63, 8, 81, 3, 27, 95, 89, 3, 20, 77, 4, 10, 48, 4, 89, 37, 105, 89, 81, 86, 65, 89, 64, 86, 94, 56, 20, 62]","[702.0, 70]",28
201,AAW_ARB_20070119.0021_2_LDC0701_0z11,maBhaMaaEfaMhaMtaMheMmaEspspcomAspspmaBmaBaaEspyaBayMdaMsptaBdaMkhMlaBaaE,"[64, 45, 4, 37, 45, 94, 48, 65, 89, 89, 25, 89, 89, 64, 64, 4, 89, 106, 18, 27, 89, 92, 27, 61, 63, 4]","[550.0, 70]",26
202,AAW_ARB_20070119.0021_2_LDC0701_0z12,ghByaBraMspmaBbaMraMraMspfaMyaAspaaAlaBshMwlEwaMnaAspaaAlaBdaMaaAkhMlaByaBteeE,"[40, 106, 81, 89, 64, 20, 81, 81, 89, 37, 105, 89, 3, 63, 88, 104, 102, 76, 89, 3, 63, 27, 3, 61, 63, 106, 96]","[930.0, 70]",27
203,AAW_ARB_20070119.0021_2_LDC0701_0z13,laBlaBdaMwaMlaBteeEspaaAlaBayMraMaaAkaMyaBteeEspspspspspspcomAspsphaMseMbaE,"[63, 63, 27, 102, 63, 96, 89, 3, 63, 18, 81, 3, 56, 106, 96, 89, 89, 89, 89, 89, 89, 25, 89, 89, 45, 86, 19]","[740.0, 70]",27
204,AAW_ARB_20070119.0021_2_LDC0701_0z14,baMyaBaaEnaAspsaMdaMraMspaeAmaBseAspayBnaAspmaBjaBlaBseA,"[20, 106, 4, 76, 89, 83, 27, 81, 89, 5, 64, 85, 89, 16, 76, 89, 64, 53, 63, 85]","[831.0, 70]",20
205,AAW_ARB_20070119.0021_2_LDC0701_0z15,aaAlaBmaBhaMaaEfaMhaMteeEspspcomAspspwaMtaBseMlaBmaBtaEspspspspspaaAlaBshMraMkaA,"[3, 63, 64, 45, 4, 37, 45, 96, 89, 89, 25, 89, 89, 102, 92, 86, 63, 64, 93, 89, 89, 89, 89, 89, 3, 63, 88, 81, 55]","[1100.0, 70]",29
206,AAW_ARB_20070119.0021_2_LDC0701_0z16,aaAlaBaeEwaMseMtoBspspspspspnaBseMkhMteeEspmaBnaBheEspspdotAsp,"[3, 63, 6, 102, 86, 101, 89, 89, 89, 89, 89, 77, 86, 61, 96, 89, 64, 77, 47, 89, 89, 32, 89]","[740.0, 70]",23
207,AAW_ARB_20070118.0083_10_LDC0710_00z4,waMbaMayMdaMspdhMlaBkeEspspcomAspspaaAlaBeeEspahAkaMaaEmaBteeE,"[102, 20, 18, 27, 89, 31, 63, 59, 89, 89, 25, 89, 89, 3, 63, 34, 89, 7, 56, 4, 64, 96]","[598.0, 70]",22
208,AAW_ARB_20070118.0083_10_LDC0710_00z5,taBmaBthMaaElaAsplaBsaMdaMaaAmaEsphaMseMyaBnaAspaaAlaBeeEspjaBaaEnaBbaE,"[92, 64, 100, 4, 62, 89, 63, 83, 27, 3, 65, 89, 45, 86, 106, 76, 89, 3, 63, 34, 89, 53, 4, 77, 19]","[497.0, 70]",25
209,AAW_ARB_20070118.0083_10_LDC0710_00z6,taBmaBthMaaElaAspaaAlaBmaBjaBaaEheMdaMspaaAlaBkeBbaMyaBraMspayBmaBraMspaaAlaBmaBkhMtaMaaEraMspspcomAsp,"[92, 64, 100, 4, 62, 89, 3, 63, 64, 53, 4, 48, 27, 89, 3, 63, 58, 20, 106, 81, 89, 16, 64, 81, 89, 3, 63, 64, 61, 94, 4, 81, 89, 89, 25, 89]","[586.0, 70]",36
210,AAW_ARB_20070118.0083_10_LDC0710_00z7,aeAmaBaaEspaeAnaAspyaBsaMaaEbaEspaaAlaBshMaaEraMayAspaaAlaBayMraMbaMyaA,"[5, 64, 4, 89, 5, 76, 89, 106, 83, 4, 19, 89, 3, 63, 88, 4, 81, 15, 89, 3, 63, 18, 81, 20, 105]","[481.0, 70]",25
211,AAW_ARB_20070118.0083_10_LDC0710_00z8,baMfaMkaMdaMaaAnaAspaaAlaBdhMaaAkeBraMteAspspcomAspspwaMaeAnaAspyaBayMlaBnaA,"[20, 37, 56, 27, 3, 76, 89, 3, 63, 31, 3, 58, 81, 95, 89, 89, 25, 89, 89, 102, 5, 76, 89, 106, 18, 63, 76]","[561.0, 70]",27
